,Unnamed: 0,index,sentence1,sentence2,variability,confidence,var_ep,conf_ep,lexical,subsequence,gold_label,pred_label
1454,1791,1791,"Nelson Beavers is a co-owner of the current company, Carolina Analytical Laboratories LLC. and has ownership/employment history with Woodson-Tenent and Eurofin.",Nelson Beaver is staff at Carolina Analytical Laboratories.,"[0.0, 0.025515496730804443, 0.02151871598216987, 0.029719138418192403, 0.044513936079745985, 0.04087927246201373, 0.03786685680654143, 0.03694565215188436, 0.052814641874119606, 0.05570339668132783, 0.06576178913626099, 0.0670230498251502, 0.06479495541385392, 0.06577866172361932, 0.06377171906049466, 0.12466945933436506, 0.12112112783291037, 0.15095046621307545, 0.17226356554958608, 0.1751167624123777]","[0.5122612714767456, 0.53777676820755, 0.5339670379956564, 0.520601212978363, 0.5027482807636261, 0.5047419120868047, 0.5052443444728851, 0.5012744627892971, 0.4872384832965003, 0.47912525236606596, 0.4668622043999759, 0.45993491510550183, 0.4620134234428406, 0.4677535040037973, 0.46917916933695475, 0.4971432164311409, 0.498765650917502, 0.5216858883698782, 0.5428833177215174, 0.5542963325977326]",0.0,0.5122612714767456,0,0,not_entailment,not_entailment
1455,778,778,A Colombian airliner has crashed in a remote area of Venezuela killing all 160 people on board.,A Colombian plane crashed in a remote region of Venezuela.,"[0.0, 0.00487130880355835, 0.00568408096686115, 0.054312514396946156, 0.050471266925101996, 0.04677365532514962, 0.04769722575088253, 0.044957687305250606, 0.04358083190745067, 0.05639093137943042, 0.10720984826089752, 0.12618688717105833, 0.13583734245788545, 0.15223449785239193, 0.16979054523707207, 0.1755471246270786, 0.18377113153928812, 0.18878279705008857, 0.19325557092514906, 0.19731057317627262]","[0.512288510799408, 0.5074172019958496, 0.5045458773771921, 0.5357741639018059, 0.5289281904697418, 0.5253230780363083, 0.5171602581228528, 0.5150712914764881, 0.5114888283941481, 0.5242715299129486, 0.5536025708371942, 0.5757323702176412, 0.5934183093217703, 0.6149760016373226, 0.637651522954305, 0.6535465233027935, 0.6708088166573468, 0.685647812154558, 0.6997594802003158, 0.7132368147373199]",0.0,0.512288510799408,0,0,entailment,entailment
1456,151,151,"U.S. light crude was trading erratically on the New York Mercantile Exchange, hitting $44.50 a barrel before easing back a bit to $44.10, still a gain of $1.27.",The U.S. light crude is $1.27 a barrel.,"[0.0, 0.057593733072280884, 0.0680432495713968, 0.06781928152908161, 0.06580783614279595, 0.06038025160453229, 0.05794082477852591, 0.06499061690442182, 0.06507791921019662, 0.07524061916661223, 0.08510505766233104, 0.11024040167820712, 0.14950723831274074, 0.16763946282428815, 0.17266242522385059, 0.17680530716365278, 0.18125669598103003, 0.18985728258177292, 0.1962733322332261, 0.2031407123566186]","[0.5124369263648987, 0.5700306594371796, 0.5352562069892883, 0.5158737227320671, 0.5031153202056885, 0.5003993660211563, 0.49417857612882343, 0.5077341943979263, 0.4999828702873654, 0.48564748764038085, 0.5001263347539034, 0.5225147406260172, 0.5529755216378432, 0.5767487713268825, 0.5927462180455526, 0.6076034791767597, 0.6222507988705355, 0.6394298209084405, 0.6550193115284568, 0.6706954568624497]",0.0,0.5124369263648987,0,0,not_entailment,not_entailment
1457,547,547,"Martin was taken to New Orleans Ochsner Foundation Hospital, where nurse Jinny Resor said he was treated for dehydration.",Martin works for the Ochsner Foundation Hospital.,"[0.0, 0.02375119924545288, 0.02030830028955887, 0.022474329739383604, 0.02202255195320324, 0.03820202455864728, 0.03797941589998347, 0.036597037823437144, 0.04665942605897088, 0.0725693866367261, 0.08569600376786377, 0.08597354677575801, 0.08284147012050701, 0.11091672375388312, 0.13227418407061067, 0.1319918501696024, 0.14703066246315144, 0.16052696702332966, 0.17079665223658588, 0.18047862856608451]","[0.5125983953475952, 0.5363495945930481, 0.5320865313212076, 0.5401647984981537, 0.5356671214103699, 0.5211396714051565, 0.5154897996357509, 0.5121686197817326, 0.5232736567656199, 0.5424422770738602, 0.5264540152116255, 0.5187102233370146, 0.5168883296159598, 0.5382460951805115, 0.5589723865191142, 0.5672142207622528, 0.5852783111964955, 0.6030213998423682, 0.6192811790265536, 0.6352739632129669]",0.0,0.5125983953475952,0,0,not_entailment,not_entailment
1458,1278,1278,Waste in the ponds produced by leaching gold from ore is a source of potential environmental dangers.,Mine waste-water poses an environmental hazard.,"[0.0, 0.01505918800830841, 0.023942458425124196, 0.0243395465914446, 0.021918281398478647, 0.022301266238976745, 0.02116179475351892, 0.043361591760655, 0.04455723136974994, 0.08921335740356162, 0.13203227779993199, 0.1269595264546562, 0.13330012913788283, 0.1343691752375997, 0.14127213448021536, 0.16864290785734232, 0.18885689298847258, 0.2017997108197293, 0.21351955301738323, 0.22300079444360907]","[0.5126113891601562, 0.49755220115184784, 0.512078990538915, 0.5047195851802826, 0.5059924006462098, 0.5015877683957418, 0.499693717275347, 0.4851120077073574, 0.4788466923766666, 0.452658885717392, 0.48459170081398706, 0.4810380960504214, 0.49655718299058765, 0.48561903621469227, 0.5005148947238922, 0.5259838011115789, 0.5495680412825417, 0.5699145876699023, 0.5896500584326292, 0.6080295160412789]",0.0,0.5126113891601562,0,0,entailment,entailment
1459,1391,1391,"Councilman Pierce said he was advised that the car belonged to James Clark, 68, an acquaintance of the Jones family.",Councilman Pierce owns a car.,"[0.0, 0.026617735624313354, 0.02205372339735823, 0.02631826224723117, 0.025982075776998684, 0.02907840702056485, 0.02692359935469283, 0.03403492540250158, 0.04048958454798583, 0.05573139218073416, 0.0631044090457682, 0.10505893377918624, 0.15613498166581605, 0.15590048613293733, 0.18109130354805575, 0.19705047426043668, 0.19192438769087725, 0.21193069127007244, 0.22483487385793927, 0.2333819586099063]","[0.5126559138298035, 0.4860381782054901, 0.4833895166714986, 0.4729352369904518, 0.4784340441226959, 0.4859572996695836, 0.48581597208976746, 0.4944688491523266, 0.5031991038057539, 0.5166590124368667, 0.5274225663055073, 0.5533368661999702, 0.5189496324612544, 0.5076219120195934, 0.5344938695430755, 0.557709464803338, 0.5534511383842019, 0.5290452150834931, 0.5501271054932946, 0.568543279916048]",0.0,0.5126559138298035,0,0,not_entailment,not_entailment
1460,1844,1844,"The new work went an extra step, suggesting that the connections that the stem cells form to help bridge the damaged spinal cord, are key to recovery.","The experiment, reported Monday, isn't the first to show that stem cells offer tantalizing hope for spinal cord injury.","[0.0, 0.022197052836418152, 0.03306504761682039, 0.03052901540411417, 0.02834908610543972, 0.026825482060745594, 0.025373046430032107, 0.03559955014085917, 0.033742414480043836, 0.0718577033475747, 0.09120133999974414, 0.13258050244709288, 0.14986300393369612, 0.16454973638965134, 0.16896565749764958, 0.17634293431625542, 0.18443046977368233, 0.18690840140826717, 0.19072227395520439, 0.19119816854567628]","[0.5127084851264954, 0.4905114322900772, 0.5100667973359426, 0.5039553940296173, 0.5001457333564758, 0.5033042430877686, 0.5011834757668632, 0.5112120807170868, 0.5124387012587653, 0.5338832914829255, 0.5529189597476613, 0.5829992244640986, 0.6057907663858854, 0.6276678783552987, 0.6429693380991618, 0.6599630117416382, 0.6771876180873198, 0.6900439560413361, 0.7035406765184904, 0.7138017505407334]",0.0,0.5127084851264954,0,0,not_entailment,not_entailment
1461,2103,2103,"Then came the dozens of protesters who started camping out near Bush's ranch this month, led by a California mother who lost her son in the war and insists on speaking to the president.","FBI whistleblower Coleen Rowley has also arrived in Texas, as has Becky Lourey, another mother who has lost her son in Iraq and a state senator in Minnesota","[0.0, 0.006627097725868225, 0.017129658178126984, 0.028402706850568213, 0.02767583274655663, 0.02543012387291103, 0.043969787269357276, 0.041439219663464734, 0.039074543934131456, 0.0973066888638511, 0.1149776844656689, 0.12918852593035068, 0.15561379922206403, 0.17105225398269902, 0.18023597608501932, 0.18627342727337742, 0.19269776507136066, 0.19589204499568663, 0.19878036761110562, 0.1998804195257481]","[0.5127333402633667, 0.5061062425374985, 0.4946139355500539, 0.4806300774216652, 0.48612053990364074, 0.484824538230896, 0.49998498814446585, 0.5018949061632156, 0.5016679565111796, 0.5316576838493348, 0.5531333847479387, 0.5735193490982056, 0.6006145523144648, 0.6234398228781564, 0.642669125398, 0.6594879552721977, 0.6762130961698645, 0.6901545226573944, 0.7034034415295249, 0.7146757394075394]",0.0,0.5127333402633667,0,0,not_entailment,not_entailment
1462,1673,1673,"Mufti Latifullah Hakimi, the spokesman for the Taliban rebels, claimed responsibility for the blast, but said that the insurgents had planted the bomb to target the Afghan police.",The Taliban is the rebels' employer.,"[0.0, 0.014882832765579224, 0.03172125442351766, 0.030690559946027193, 0.03451546992057154, 0.03217828875020162, 0.03168893763554999, 0.0348828181330148, 0.037385463450195014, 0.08141235316711436, 0.11247345001237725, 0.1468431900225652, 0.1661317318059753, 0.17571483520223383, 0.17218662979630373, 0.18136905605847253, 0.18457699683834264, 0.19121325815959564, 0.19592340487316887, 0.19813994939781213]","[0.5128486752510071, 0.49796584248542786, 0.5186850627263387, 0.5107850208878517, 0.5003233134746552, 0.49740175406138104, 0.5018113425799778, 0.49486105144023895, 0.5011465814378526, 0.5255734920501709, 0.5513122731989081, 0.5814133683840433, 0.6067371322558477, 0.6268280063356672, 0.6345319588979085, 0.6529701687395573, 0.6669095859808081, 0.6829729643132951, 0.6974025117723566, 0.7095263421535491]",0.0,0.5128486752510071,0,0,not_entailment,not_entailment
1463,722,722,"""""""In a game ripe with controversy, Manchester United walked away with a crucial away win after a Ryan Giggs free kick gave them the lead. Lille protested the goal, saying the team was setting up its wall at the time Giggs took the kick, and the team nearly left the pitch. After goading by officials, the game was resumed, but Lille said it would be making a stake for a replay with UEFA. UEFA has rejected the claim and declared the goal valid, as well as deciding to """"""""instigate proceedings against Lille for the improper behaviour of their players immediately after the goal.""""""""""""""",Lille has defeated Manchester United.,"[0.0, 0.005215495824813843, 0.02630222729635787, 0.025515281367542286, 0.023124410490490646, 0.02223987445844486, 0.02107543615354045, 0.0206732692577764, 0.022607958860744425, 0.03337018345687218, 0.06717515971496363, 0.06959469949538084, 0.08848955168127876, 0.1259838968359139, 0.12891334301919105, 0.1253127465100467, 0.12363904122150765, 0.1214515204530876, 0.13941933592483194, 0.1492298470815293]","[0.5128940343856812, 0.518109530210495, 0.49975642561912537, 0.506394051015377, 0.5082591712474823, 0.5051287810007731, 0.5032929863248553, 0.5009407289326191, 0.504990773068534, 0.49646915793418883, 0.4777604260227897, 0.4697436143954595, 0.45301153568121105, 0.4272898659110069, 0.4159357060988744, 0.41306865122169256, 0.4074392046998529, 0.40314751946263844, 0.4205697594504607, 0.4064207710325718]",0.0,0.5128940343856812,0,0,not_entailment,not_entailment
1464,510,510,"Earlier this year reporter Judith Miller was jailed for refusing to name the US-government source who identified a member of the US Central Intelligence Agency (CIA), Valerie Plame.",Judith Miller is a member of CIA.,"[0.0, 0.026262328028678894, 0.021992346651513017, 0.019235436195141918, 0.018293826998767408, 0.01791107783584101, 0.018481526526375552, 0.017353372411747562, 0.027359170266134818, 0.05703621638527265, 0.06995108163666158, 0.09587116849331133, 0.09212847419771532, 0.09118076538048442, 0.1303392229927534, 0.1559545925011115, 0.15573464715053287, 0.17130562400213492, 0.1832885766984951, 0.1966916285117606]","[0.5129503607749939, 0.486688032746315, 0.49014177918434143, 0.4916968271136284, 0.4885878682136536, 0.49148338039716083, 0.4948147875922067, 0.4942455068230629, 0.5019982854525248, 0.5189277410507203, 0.505014571276578, 0.5256980955600739, 0.526230105986962, 0.5204619084085736, 0.49478723605473834, 0.5184449218213558, 0.5092181212761823, 0.5286811192830404, 0.546621749275609, 0.565501743555069]",0.0,0.5129503607749939,0,0,not_entailment,not_entailment
1465,667,667,"The bet, which won him dinner for four, was regarding the existence and mass of the top quark, an elementary particle discovered in 1995.",The Top Quark is the last of six flavors of quarks predicted by the standard model theory of particle physics.,"[0.0, 0.004174232482910156, 0.02765026950756083, 0.024502608459855527, 0.02192042460341054, 0.02760170294626327, 0.026238408199214584, 0.025464336560202826, 0.025771680667824155, 0.05972106369146706, 0.059134511045959244, 0.09787316869492764, 0.12979556841658202, 0.1473923808409632, 0.1582525168134224, 0.16938799759806167, 0.18055539400293233, 0.18578172271222268, 0.18754688714493245, 0.1899334051741077]","[0.513002872467041, 0.5088286399841309, 0.48942604660987854, 0.4864274486899376, 0.4862023055553436, 0.4947044601043065, 0.4971346982887813, 0.4996991567313671, 0.503011918730206, 0.5211742848157883, 0.5262193002484061, 0.550290547311306, 0.5761178433895111, 0.5977457697902407, 0.61619966228803, 0.6348431166261435, 0.6535442839650547, 0.6683483438359367, 0.6800757034828788, 0.6919068738818168]",0.0,0.513002872467041,0,0,not_entailment,not_entailment
1466,815,815,"In a move reminiscent for some of another actor, Ronald Reagan, who was twice elected governor of California, Schwarzenegger said he would be putting his movie career on hold so he can devote his time to running for governor.",Schwarzenegger was elected governor of California.,"[0.0, 0.03366531431674957, 0.030232899993003957, 0.027597032125744648, 0.03026286389353721, 0.04224478237614957, 0.03965258817050382, 0.039328232331767396, 0.07720805930099175, 0.0826002679122205, 0.08470328406160398, 0.08736195721685563, 0.12163729617566163, 0.12390885189359553, 0.11971448327483014, 0.14213990512026145, 0.1532106585148454, 0.14933241440038106, 0.15478604415679437, 0.16187078024920765]","[0.5130781531333923, 0.47941283881664276, 0.4883139431476593, 0.4933496490120888, 0.5021041333675385, 0.5163969347874323, 0.5190631449222565, 0.5240045599639416, 0.5000613166226281, 0.487334144115448, 0.47747464613481, 0.4676796918114026, 0.44226544751570773, 0.431120933166572, 0.4314708481232325, 0.41022950876504183, 0.4269219645682503, 0.42414869119723636, 0.41160489540351064, 0.42506314665079115]",0.0,0.5130781531333923,0,0,not_entailment,not_entailment
1467,2003,2003,"""""""Edison decided to call """"""""his"""""""" invention the Kinetoscope, combining the Greek root words """"""""kineto"""""""" (movement), and """"""""scopos"""""""" (""""""""to view"""""""").""""""",Edison invented the Kinetoscope.,"[0.0, 0.009310409426689148, 0.015084478788960482, 0.057728369686233606, 0.0566825047522878, 0.052728586950778714, 0.05049404953973245, 0.04772100219026977, 0.05095544868201478, 0.08852416530604938, 0.1013514109569021, 0.1215080512147845, 0.1303341291696969, 0.14258749310149066, 0.13844937863569018, 0.1532666120289863, 0.15704998893706035, 0.1675602093326905, 0.17441666259724387, 0.18113427677245736]","[0.5131350755691528, 0.5038246661424637, 0.5130374928315481, 0.4805725961923599, 0.49226505756378175, 0.4968011776606242, 0.49153285367148264, 0.49410609900951385, 0.5025633176167806, 0.5272833406925201, 0.5450259230353616, 0.5670756747325262, 0.583805107153379, 0.6025289382253375, 0.6062365571657816, 0.6254206448793411, 0.638059493373422, 0.6548312935564253, 0.669403822798478, 0.6837482929229737]",0.0,0.5131350755691528,0,0,entailment,entailment
1468,2217,2217,US military forces are evacuating U.S. citizens and citizens of 72 other countries from Liberia at the request of the U.S.,U.S. Military evacuated U.S. citizens.,"[0.0, 0.0009726881980895996, 0.018752602566807837, 0.03172556276043969, 0.029671336088299912, 0.027239324287440938, 0.025815908661113652, 0.024253517373508282, 0.07990240526488436, 0.08694200205861713, 0.08317144956561558, 0.09177160542287877, 0.11316009366016064, 0.11076955783646744, 0.128701258203584, 0.14096358054013636, 0.13946724932633434, 0.13564952193825736, 0.14131677171471907, 0.14336265107760499]","[0.5131363272666931, 0.5141090154647827, 0.5008608202139536, 0.5165957733988762, 0.51226047873497, 0.510970210035642, 0.5087164129529681, 0.5078645572066307, 0.5349328054322137, 0.549125748872757, 0.5469867749647661, 0.5607410967350006, 0.5812167479441717, 0.5866186405931201, 0.6057275613149007, 0.6227412186563015, 0.6158981147934409, 0.6172330876191457, 0.6291076635059557, 0.6382294744253159]",0.0,0.5131363272666931,0,0,entailment,entailment
1469,2144,2144,"Iraqi militants said Sunday they would behead Kim Sun-Il, a 33-year-old translator, within 24 hours unless plans to dispatch thousands of South Korean troops to Iraq were abandoned.",translator kidnapped in Iraq,"[0.0, 0.008747071027755737, 0.009287051149311587, 0.00844883357654427, 0.010564659400073563, 0.02004529322619033, 0.018825064914926533, 0.0328044995522475, 0.03620840217596152, 0.09935959454959034, 0.10644265093976335, 0.10409236530820395, 0.13709367656224442, 0.1389042120337566, 0.16600395289205971, 0.16106703555735433, 0.1692405509927149, 0.1702800120399608, 0.17164356070274928, 0.16734684926993043]","[0.5132564902305603, 0.522003561258316, 0.5262012879053751, 0.5276952534914017, 0.5240038514137269, 0.5161450505256653, 0.5174341882978167, 0.506973035633564, 0.5003164245022668, 0.46923877000808717, 0.45389213074337353, 0.44750071316957474, 0.42043145917929137, 0.4323355012706348, 0.45845230519771574, 0.45577387791126966, 0.43952232248642864, 0.42882828662792843, 0.41830768004844066, 0.41737489625811575]",0.0,0.5132564902305603,0,0,entailment,entailment
1470,657,657,"A four-day state of emergency has been declared in the capital of Mongolia, Ulaanbaatar after violent protests occurred after allegations of vote rigging and fraud in Sunday's elections. Reports state that 5 people have been killed, and over 300 injured. The injured were police and protesters alike, suffering from smoke poisoning, rubber bullets, and stoning. Among the injured was a Japanese citizen, who was reportedly flown to Japan in the morning.",300 people were killed in Mongolia.,"[0.0, 0.03515420854091644, 0.031544591733637224, 0.02732328101305537, 0.025295431743512398, 0.031169814979363095, 0.03294248839395632, 0.030895374551386568, 0.04164473056015552, 0.06333829300435115, 0.06777948432332573, 0.08889740825692975, 0.10346608417732131, 0.10055794896885017, 0.13295294986907993, 0.14743303995548032, 0.1431181120619946, 0.13909150691748276, 0.14507774905689047, 0.14207478399564585]","[0.5132888555526733, 0.4781346470117569, 0.48738619685173035, 0.4870885759592056, 0.4838247776031494, 0.49318791429201764, 0.49967436279569355, 0.49883195385336876, 0.48830925424893695, 0.47180711925029756, 0.46207561005245557, 0.4437563978135586, 0.4268982020708231, 0.43052852153778076, 0.4062699258327484, 0.38771407352760434, 0.38646631424917893, 0.38677178364661, 0.39906301819964457, 0.39590016938745975]",0.0,0.5132888555526733,0,0,not_entailment,not_entailment
1471,1479,1479,"The 60,000 customers, less than 10% of Telecom's subscribers, who subscribed to Go Large, which boasts full speeds and no data cap, since December 8, 2006 till late February, 2007 will receive up to NZ$160 in credit. Telecom has temporarily stopped either new or existing customers from signing up to the new plan, and will also ask existing customers in the next couple of weeks if they wish to change plans, stay on the same plan with a changed traffic management policy, or cancel their service.",The number of internet users in New Zealand has increased.,"[0.0, 0.017253175377845764, 0.018499177373246602, 0.016029246879661084, 0.02814045004972279, 0.04799829828716752, 0.048781902530031424, 0.0612316539174017, 0.05787079917176089, 0.06464704985749407, 0.07457647086356635, 0.13451694647722234, 0.1560488423899063, 0.17638149967046415, 0.18592378631701395, 0.1961164318588505, 0.2021691863327485, 0.20759641856634717, 0.2095500607655555, 0.21221287264835803]","[0.5133121609687805, 0.49605898559093475, 0.5045375327269236, 0.5042363777756691, 0.4921291947364807, 0.47399672369162243, 0.46578132254736765, 0.48121366649866104, 0.48264127638604903, 0.4940192013978958, 0.5072945166717876, 0.5416676426927248, 0.5669136666334592, 0.5924819260835648, 0.6123587787151337, 0.632449371740222, 0.6495395285241744, 0.6657995134592056, 0.6788872088256636, 0.6921033009886741]",0.0,0.5133121609687805,0,0,not_entailment,not_entailment
1472,1216,1216,"Bowles will take the title HRH Duchess of Cornwall, changing it to the Princess Consort, when Charles becomes King.",Bowles will take the title of Princess Consort.,"[0.0, 0.02568119764328003, 0.021609733946249276, 0.01974422275230566, 0.02599102913062727, 0.023740070733720458, 0.023138958806828133, 0.028220382517602702, 0.02696715303567664, 0.0464996357338638, 0.052540558033732275, 0.07898332646403125, 0.07591492356889709, 0.12035644239694078, 0.15092012779410022, 0.17022937114318654, 0.1832200093670506, 0.192199415224376, 0.1984643609941659, 0.2047439234764469]","[0.5133365392684937, 0.4876553416252136, 0.49134979645411175, 0.4877166673541069, 0.49725168347358706, 0.4976112097501755, 0.4946578655924116, 0.48781362920999527, 0.4893678625424703, 0.5023109495639801, 0.5112264373085715, 0.5295862207810084, 0.5289681553840637, 0.5554754052843366, 0.5811893860499064, 0.6037352047860622, 0.6235722338452059, 0.6411221954557631, 0.6567422151565552, 0.6721342444419861]",0.0,0.5133365392684937,0,0,entailment,entailment
1473,310,310,"Nichols, 49, was convicted in the April 19, 1995, bombing of the Alfred P. Murrah Federal Building in Oklahoma City.","Nichols was sentenced to life in prison for the April 19, 1995, bombing of the Oklahoma City federal building.","[0.0, 0.007623627781867981, 0.01252448804843467, 0.0109446965242807, 0.00982928802641734, 0.013508688543352625, 0.013536118637482837, 0.012750200166594755, 0.04962601124152661, 0.04874946080250996, 0.08947989243206707, 0.09149950122708923, 0.10999859496889114, 0.10668379280248858, 0.10329425592384307, 0.11935206209275748, 0.1427343624904772, 0.16114267381423683, 0.18097030926718127, 0.18078085716499157]","[0.5133383274078369, 0.5057146996259689, 0.49802976846694946, 0.4988742172718048, 0.49931744337081907, 0.4948014219601949, 0.49268753613744465, 0.49212129414081573, 0.4750983814398448, 0.47088144421577455, 0.4467025534673171, 0.4370131567120552, 0.41792663358725035, 0.4212779179215431, 0.41944500903288523, 0.43626180198043585, 0.4571276228217518, 0.4770180607835452, 0.4982966019919044, 0.5073838345706463]",0.0,0.5133383274078369,0,0,not_entailment,not_entailment
1474,1929,1929,"""""""If this challenge interests you, you might enjoy reading """"""""Punished by Rewards"""""""" by Alfie Kohn.""""""","""""""I read """"""""Punished by Rewards"""""""" by Alfie Kohn.""""""","[0.0, 0.028269127011299133, 0.02397807708792123, 0.024142574940143397, 0.029706396136692476, 0.027368911723622893, 0.0256452557956041, 0.028399484409595496, 0.0767425292208449, 0.07911192265664777, 0.0855289027428968, 0.1056412508210895, 0.1119617127548315, 0.12894592148510145, 0.13175452366362714, 0.13483042697968367, 0.14200383374365624, 0.1534783068830912, 0.1566106573312581, 0.1600935543161202]","[0.5134190917015076, 0.48514996469020844, 0.4897426664829254, 0.48263274878263474, 0.4724325180053711, 0.4740857382615407, 0.4756997397967747, 0.4814450666308403, 0.45601747433344525, 0.44569908678531645, 0.4329496974294836, 0.41282625993092853, 0.3991825236723973, 0.3795963962163244, 0.3681300669908524, 0.3568608080968261, 0.3430423149291207, 0.32675304636359215, 0.31566983775088664, 0.30459736585617064]",0.0,0.5134190917015076,0,0,not_entailment,not_entailment
1475,356,356,"Bout - who is generally believed to be a model for the arms dealer portrayed by Nicolas Cage in the 2005 movie 'Lord of War' - has repeatedly denied any involvement in illicit activities. At a hearing earlier this month, he angrily accused the United States of framing him and pressuring Thailand to extradite him. He has long been linked to some of the world's most notorious conflicts, allegedly supplying arms to former Liberian dictator Charles Taylor and Libyan leader Colonel Gaddafi.",Gaddafi is the leader of Thailand.,"[0.0, 0.024781331419944763, 0.030627443085274177, 0.027842388577565744, 0.025854223582573055, 0.038066627295977304, 0.03634048294994166, 0.03483804227635093, 0.06102832894103715, 0.0642005990384381, 0.08404550780582785, 0.1258802779859775, 0.13770463626869694, 0.15471277125896224, 0.16609614318145666, 0.17024570590703852, 0.17516540372070535, 0.18042847573276286, 0.18479132833134343, 0.18686687120114148]","[0.513455867767334, 0.4886745363473892, 0.504932314157486, 0.5000446289777756, 0.49657036662101744, 0.5099272678295771, 0.5063085130282811, 0.5091904103755951, 0.5273756451076932, 0.536623501777649, 0.5548351244492964, 0.5840223481257757, 0.6030303148122934, 0.6250930641378675, 0.6444535970687866, 0.658875610679388, 0.6734620683333453, 0.6879658665921953, 0.7015198563274584, 0.7129418671131134]",0.0,0.513455867767334,0,0,not_entailment,not_entailment
1476,1942,1942,Companies are working to reduce the interval between drug discovery and marketing.,Companies are working to shorten the new drug development period to an average of eight to nine years in the US.,"[0.0, 0.016079872846603394, 0.03230777358737686, 0.03784098399450301, 0.03490711519509806, 0.033094441024890335, 0.030755963187215078, 0.028932329423021243, 0.03819766926164134, 0.09447940036707422, 0.12782607727307166, 0.13941953558039352, 0.1655388849725599, 0.17469294194978421, 0.1794853805526643, 0.1811968817956841, 0.18661100395968824, 0.19038746264937562, 0.19206309038634237, 0.19438782241380823]","[0.5134913325309753, 0.5295712053775787, 0.5086975693702698, 0.49398820847272873, 0.4982588827610016, 0.4942633907000224, 0.4931717259543283, 0.49201342836022377, 0.501467204756207, 0.5305517584085464, 0.5592303845015439, 0.5793661201993624, 0.6074441831845504, 0.6271962374448776, 0.6435230036576589, 0.6567662302404642, 0.6724240341607262, 0.6864793184730742, 0.6983784358752402, 0.7103933528065681]",0.0,0.5134913325309753,0,0,not_entailment,not_entailment
1477,1780,1780,"Rumsfeld signaled a harder line against China from the Bush administration, which has criticized Beijing over trade and human rights issues but not directly challenged the Chinese military buildup.",Rumsfeld is leveling some harsh criticism at China during his trip.,"[0.0, 0.028252989053726196, 0.045436070824746023, 0.05761423177534877, 0.05192407971477789, 0.05104967461562953, 0.047312748024795424, 0.04430280219115559, 0.04463478156984648, 0.0893214135963255, 0.09691182074599372, 0.137930604055984, 0.15366720901624223, 0.16447681859032495, 0.17186068041850067, 0.16902872193376572, 0.17411970736897067, 0.17627102214488696, 0.18282243863269712, 0.18569697859386897]","[0.5136719942092896, 0.48541900515556335, 0.45773975054423016, 0.4820370227098465, 0.48522254824638367, 0.49369970460732776, 0.49281253133501324, 0.49205150082707405, 0.4976148572232988, 0.5238303691148758, 0.5384553047743711, 0.5692266151309013, 0.5916843712329865, 0.6115409710577556, 0.6290399054686229, 0.636702025309205, 0.6513384387773626, 0.6633141885201136, 0.678198765767248, 0.6901867553591728]",0.0,0.5136719942092896,0,0,not_entailment,not_entailment
1478,1183,1183,"The substances that our company uses do not leave stains, do not have an unpleasant smell and are not toxic.",Our substances remove stains.,"[0.0, 0.009410500526428223, 0.008491124616903644, 0.011367296738138317, 0.013311518038748442, 0.022596915721664553, 0.020934615918229264, 0.03221525233799634, 0.03454464816532518, 0.10510799867779229, 0.10381210639449051, 0.10033843758280327, 0.12291846397359957, 0.1184536719644769, 0.15711466406908564, 0.15212589499560747, 0.15083454761245016, 0.1632141630839155, 0.17565437440741175, 0.18247730397076387]","[0.5137723684310913, 0.5231828689575195, 0.5257383386294047, 0.5207336395978928, 0.5164375901222229, 0.5079175333182017, 0.5082293408257621, 0.5178977474570274, 0.5237160788642036, 0.5570055365562439, 0.5484405051578175, 0.5525848120450974, 0.5745991881077106, 0.5742556495325906, 0.5454841812451681, 0.54540940746665, 0.553195949862985, 0.5706041124131944, 0.5882702156117088, 0.602754744887352]",0.0,0.5137723684310913,0,0,not_entailment,not_entailment
1479,1165,1165,The watchdog International Atomic Energy Agency meets in Vienna on September 19.,The International Atomic Energy Agency holds a meeting in Vienna.,"[0.0, 0.0036478042602539062, 0.01659600121542997, 0.026718923969776417, 0.025097111078736807, 0.04792254410389044, 0.044367861869685575, 0.04226551711114984, 0.05977637053833208, 0.05702779977656284, 0.07956378942772468, 0.11434161839797055, 0.12565084691574627, 0.14820788065185705, 0.1581674755605222, 0.16652792418057646, 0.176388683202036, 0.1854711090691205, 0.1915591578206289, 0.19660933799275523]","[0.5137855410575867, 0.5101377367973328, 0.49859312176704407, 0.5115973576903343, 0.5154295980930328, 0.4966057687997818, 0.49655039821352276, 0.4935283325612545, 0.5092816121048398, 0.5112892895936966, 0.5296574099497362, 0.5553675815463066, 0.5729739780609424, 0.5966791617018836, 0.6146389305591583, 0.6315271090716124, 0.6492271896670846, 0.6664028614759445, 0.6815059890872553, 0.6956389412283898]",0.0,0.5137855410575867,0,0,entailment,entailment
